,Unnamed: 0.1,Unnamed: 0.1.1,DATE,TEMPERATURE
0,0,0,1901-01-31,-0.39375
1,1,1,1901-02-28,0.16875
2,2,2,1901-03-31,7.13125
3,3,3,1901-04-30,10.65
4,4,4,1901-05-31,14.5125
5,5,5,1901-06-30,18.21875
6,6,6,1901-07-31,19.89375
7,7,7,1901-08-31,19.6625
8,8,8,1901-09-30,16.85
9,9,9,1901-10-31,12.38125
10,10,10,1901-11-30,7.70625
11,11,11,1901-12-31,2.45625
12,12,12,1902-01-31,1.46875
13,13,13,1902-02-28,1.825
14,14,14,1902-03-31,6.5875
15,15,15,1902-04-30,10.74375
16,16,16,1902-05-31,15.83125
17,17,17,1902-06-30,19.0
18,18,18,1902-07-31,19.70625
19,19,19,1902-08-31,19.475
20,20,20,1902-09-30,16.70625
21,21,21,1902-10-31,12.05625
22,22,22,1902-11-30,6.4
23,23,23,1902-12-31,1.475
24,24,24,1903-01-31,-1.05625
25,25,25,1903-02-28,0.28125
26,26,26,1903-03-31,3.08125
27,27,27,1903-04-30,8.9125
28,28,28,1903-05-31,14.0625
29,29,29,1903-06-30,19.1875
30,30,30,1903-07-31,19.4625
31,31,31,1903-08-31,19.0125
32,32,32,1903-09-30,17.4
33,33,33,1903-10-31,12.6875
34,34,34,1903-11-30,6.05625
35,35,35,1903-12-31,1.50625
36,36,36,1904-01-31,-1.95625
37,37,37,1904-02-29,1.95625
38,38,38,1904-03-31,5.79375
39,39,39,1904-04-30,11.1875
40,40,40,1904-05-31,14.8
41,41,41,1904-06-30,19.5625
42,42,42,1904-07-31,19.875
43,43,43,1904-08-31,19.3875
44,44,44,1904-09-30,16.29375
45,45,45,1904-10-31,11.15625
46,46,46,1904-11-30,6.7625
47,47,47,1904-12-31,2.60625
48,48,48,1905-01-31,-1.7625
49,49,49,1905-02-28,-3.275
50,50,50,1905-03-31,1.86875
51,51,51,1905-04-30,9.03125
52,52,52,1905-05-31,15.83125
53,53,53,1905-06-30,19.175
54,54,54,1905-07-31,20.2375
55,55,55,1905-08-31,19.74375
56,56,56,1905-09-30,16.94375
57,57,57,1905-10-31,12.85625
58,58,58,1905-11-30,7.4625
59,59,59,1905-12-31,1.71875
60,60,60,1906-01-31,-1.8375
61,61,61,1906-02-28,-0.875
62,62,62,1906-03-31,4.5125
63,63,63,1906-04-30,9.98125
64,64,64,1906-05-31,16.31875
65,65,65,1906-06-30,18.9375
66,66,66,1906-07-31,20.325
67,67,67,1906-08-31,19.91875
68,68,68,1906-09-30,16.34375
69,69,69,1906-10-31,12.69375
70,70,70,1906-11-30,7.66875
71,71,71,1906-12-31,3.7
72,72,72,1907-01-31,1.825
73,73,73,1907-02-28,-0.625
74,74,74,1907-03-31,3.34375
75,75,75,1907-04-30,10.09375
76,76,76,1907-05-31,13.3125
77,77,77,1907-06-30,17.41875
78,78,78,1907-07-31,20.19375
79,79,79,1907-08-31,19.08125
80,80,80,1907-09-30,16.59375
81,81,81,1907-10-31,11.7
82,82,82,1907-11-30,6.8
83,83,83,1907-12-31,1.45
84,84,84,1908-01-31,0.91875
85,85,85,1908-02-29,0.81875
86,86,86,1908-03-31,5.2625
87,87,87,1908-04-30,11.48125
88,88,88,1908-05-31,14.73125
89,89,89,1908-06-30,19.14375
90,90,90,1908-07-31,20.35
91,91,91,1908-08-31,18.625
92,92,92,1908-09-30,15.99375
93,93,93,1908-10-31,10.88125
94,94,94,1908-11-30,6.51875
95,95,95,1908-12-31,1.75625
96,96,96,1909-01-31,-1.76875
97,97,97,1909-02-28,-0.54375
98,98,98,1909-03-31,6.11875
99,99,99,1909-04-30,11.2375
100,100,100,1909-05-31,15.00625
101,101,101,1909-06-30,18.73125
102,102,102,1909-07-31,19.16875
103,103,103,1909-08-31,19.64375
104,104,104,1909-09-30,15.70625
105,105,105,1909-10-31,11.9125
106,106,106,1909-11-30,8.4125
107,107,107,1909-12-31,2.325
108,108,108,1910-01-31,0.0625
109,109,109,1910-02-28,1.2625
110,110,110,1910-03-31,4.74375
111,111,111,1910-04-30,9.725
112,112,112,1910-05-31,15.8125
113,113,113,1910-06-30,18.7
114,114,114,1910-07-31,19.80625
115,115,115,1910-08-31,19.43125
116,116,116,1910-09-30,16.7625
117,117,117,1910-10-31,11.63125
118,118,118,1910-11-30,5.83125
119,119,119,1910-12-31,-0.275
120,120,120,1911-01-31,0.1375
121,121,121,1911-02-28,1.05
122,122,122,1911-03-31,3.9875
123,123,123,1911-04-30,10.4125
124,124,124,1911-05-31,15.81875
125,125,125,1911-06-30,19.45
126,126,126,1911-07-31,20.31875
127,127,127,1911-08-31,19.65625
128,128,128,1911-09-30,17.025
129,129,129,1911-10-31,12.03125
130,130,130,1911-11-30,4.40625
131,131,131,1911-12-31,1.1625
132,132,132,1912-01-31,0.28125
133,133,133,1912-02-29,2.36875
134,134,134,1912-03-31,5.1625
135,135,135,1912-04-30,11.4875
136,136,136,1912-05-31,15.0875
137,137,137,1912-06-30,19.375
138,138,138,1912-07-31,20.6875
139,139,139,1912-08-31,19.00625
140,140,140,1912-09-30,15.18125
141,141,141,1912-10-31,12.425
142,142,142,1912-11-30,5.8875
143,143,143,1912-12-31,1.84375
144,144,144,1913-01-31,1.15
145,145,145,1913-02-28,0.4375
146,146,146,1913-03-31,3.175
147,147,147,1913-04-30,10.66875
148,148,148,1913-05-31,14.75625
149,149,149,1913-06-30,18.15
150,150,150,1913-07-31,19.875
151,151,151,1913-08-31,19.09375
152,152,152,1913-09-30,16.13125
153,153,153,1913-10-31,12.1
154,154,154,1913-11-30,5.60625
155,155,155,1913-12-31,1.7375
156,156,156,1914-01-31,2.2625
157,157,157,1914-02-28,0.44375
158,158,158,1914-03-31,4.96875
159,159,159,1914-04-30,10.76875
160,160,160,1914-05-31,15.225
161,161,161,1914-06-30,19.9625
162,162,162,1914-07-31,20.28125
163,163,163,1914-08-31,19.3125
164,164,164,1914-09-30,17.53125
165,165,165,1914-10-31,10.63125
166,166,166,1914-11-30,6.5875
167,167,167,1914-12-31,0.75
168,168,168,1915-01-31,-0.1
169,169,169,1915-02-28,-0.51875
170,170,170,1915-03-31,7.06875
171,171,171,1915-04-30,11.40625
172,172,172,1915-05-31,17.80625
173,173,173,1915-06-30,19.4
174,174,174,1915-07-31,20.125
175,175,175,1915-08-31,20.01875
176,176,176,1915-09-30,18.15625
177,177,177,1915-10-31,13.35625
178,178,178,1915-11-30,7.43125
179,179,179,1915-12-31,2.2375
180,180,180,1916-01-31,1.25625
181,181,181,1916-02-29,2.22e-16
182,182,182,1916-03-31,8.24375
183,183,183,1916-04-30,12.44375
184,184,184,1916-05-31,14.625
185,185,185,1916-06-30,18.80625
186,186,186,1916-07-31,19.8625
187,187,187,1916-08-31,19.7625
188,188,188,1916-09-30,16.58125
189,189,189,1916-10-31,12.2125
190,190,190,1916-11-30,4.3875
191,191,191,1916-12-31,1.175
192,192,192,1917-01-31,1.11875
193,193,193,1917-02-28,3.2
194,194,194,1917-03-31,5.93125
195,195,195,1917-04-30,9.1375
196,196,196,1917-05-31,14.1125
197,197,197,1917-06-30,18.53125
198,198,198,1917-07-31,19.6125
199,199,199,1917-08-31,18.88125
200,200,200,1917-09-30,15.98125
201,201,201,1917-10-31,11.0125
202,202,202,1917-11-30,5.25
203,203,203,1917-12-31,1.91875
204,204,204,1918-01-31,-1.21875
205,205,205,1918-02-28,1.25625
206,206,206,1918-03-31,5.11875
207,207,207,1918-04-30,9.0375
208,208,208,1918-05-31,16.95
209,209,209,1918-06-30,19.0625
210,210,210,1918-07-31,20.475
211,211,211,1918-08-31,20.0875
212,212,212,1918-09-30,16.23125
213,213,213,1918-10-31,11.86875
214,214,214,1918-11-30,5.3
215,215,215,1918-12-31,-0.06875
216,216,216,1919-01-31,-1.7
217,217,217,1919-02-28,-1.15
218,218,218,1919-03-31,5.05625
219,219,219,1919-04-30,10.325
220,220,220,1919-05-31,14.54375
221,221,221,1919-06-30,19.6375
222,222,222,1919-07-31,19.96875
223,223,223,1919-08-31,18.975
224,224,224,1919-09-30,15.29375
225,225,225,1919-10-31,11.5
226,226,226,1919-11-30,5.7125
227,227,227,1919-12-31,1.28125
228,228,228,1920-01-31,0.30625
229,229,229,1920-02-29,-1.04375
230,230,230,1920-03-31,4.65625
