,DATE,TOTAL PRECIPITATION
1116,1117,1164.1
1117,1118,1140.5
1118,1119,1144.1999999999998
1119,1120,1093.8
1120,1121,929.0
1121,1122,1115.2
1122,1123,2196.1
1123,1124,2082.1
1124,1125,1158.2
1125,1126,364.40000000000003
1126,1127,35.7
1127,1128,1193.3
1128,1129,626.7
1129,1130,1640.1000000000001
1130,1131,850.7
1131,1132,1221.7
1132,1133,532.2
1133,1134,1091.0
1134,1135,4895.0
1135,1136,2606.6
1136,1137,507.3
1137,1138,451.6
1138,1139,360.1
1139,1140,363.9
1140,1141,1136.8
1141,1142,1740.7999999999997
1142,1143,2261.9
1143,1144,1455.6999999999998
1144,1145,1512.6
1145,1146,2889.4
1146,1147,1489.3
1147,1148,3500.1
1148,1149,316.6
1149,1150,672.8
1150,1151,109.1
1151,1152,184.8
1152,1153,440.8
1153,1154,233.50000000000003
1154,1155,1095.6999999999998
1155,1156,1516.9
1156,1157,721.3000000000001
1157,1158,1017.9999999999999
1158,1159,2127.6
1159,1160,5062.5
1160,1161,514.6999999999999
1161,1162,720.1
1162,1163,476.69999999999993
1163,1164,430.0
1164,1165,1138.8000000000002
1165,1166,1841.4
1166,1167,648.9
1167,1168,1970.6
1168,1169,1333.6999999999998
1169,1170,886.2
1170,1171,1424.9
1171,1172,1316.3999999999999
1172,1173,1231.8000000000002
1173,1174,587.9000000000001
1174,1175,10.4
1175,1176,100.19999999999999
1176,1177,1665.0000000000002
1177,1178,990.3
1178,1179,708.6
1179,1180,1458.9
1180,1181,555.0
1181,1182,585.7
1182,1183,1559.8000000000002
1183,1184,2409.7000000000003
1184,1185,1000.2
1185,1186,60.5
1186,1187,661.3
1187,1188,3.8
1188,1189,1222.6999999999998
1189,1190,605.1
1190,1191,461.79999999999995
1191,1192,292.29999999999995
1192,1193,504.6
1193,1194,1616.6000000000001
1194,1195,3184.3999999999996
1195,1196,1949.2
1196,1197,1020.6000000000001
1197,1198,109.80000000000001
1198,1199,150.39999999999998
1199,1200,209.7
1200,1201,158.20000000000002
1201,1202,291.1
1202,1203,845.8
1203,1204,611.5
1204,1205,700.4
1205,1206,1822.0000000000002
1206,1207,2564.0
1207,1208,1486.5000000000002
1208,1209,778.3
1209,1210,251.60000000000002
1210,1211,656.7
1211,1212,328.7
1212,1213,421.2
1213,1214,1243.6999999999998
1214,1215,851.5
1215,1216,1070.0
1216,1217,540.6999999999999
1217,1218,1930.3000000000002
1218,1219,1009.1
1219,1220,2237.1
1220,1221,1129.0
1221,1222,79.30000000000001
1222,1223,123.30000000000001
1223,1224,228.10000000000002
1224,1225,307.2
1225,1226,3095.4
1226,1227,1749.5
1227,1228,972.0999999999999
1228,1229,1392.9
1229,1230,1063.5
1230,1231,2164.3
1231,1232,1842.3000000000002
1232,1233,1507.3
1233,1234,336.5
1234,1235,472.2
1235,1236,568.6
1236,1237,1325.9
1237,1238,701.5999999999999
1238,1239,264.2
1239,1240,1658.3999999999999
1240,1241,1162.4
1241,1242,1260.1000000000001
1242,1243,1463.1999999999998
1243,1244,2012.4
1244,1245,307.3
1245,1246,724.5
1246,1247,246.6
1247,1248,563.2
1248,1249,2105.0
1249,1250,1971.6999999999998
1250,1251,1155.9
1251,1252,1309.6
1252,1253,803.2
1253,1254,465.20000000000005
1254,1255,2327.3
1255,1256,1005.0
1256,1257,565.0
1257,1258,417.1
1258,1259,436.1
1259,1260,59.099999999999994
1260,1261,1820.1000000000001
1261,1262,946.9000000000001
1262,1263,741.5000000000001
1263,1264,1235.6
1264,1265,411.29999999999995
1265,1266,1236.1
1266,1267,3097.0
1267,1268,4373.9
1268,1269,1582.3
1269,1270,822.4000000000001
1270,1271,773.0
1271,1272,1185.8000000000002
1272,1273,54.300000000000004
1273,1274,1639.5
1274,1275,2410.2
1275,1276,284.09999999999997
1276,1277,633.7
1277,1278,2035.6999999999998
1278,1279,1954.1
1279,1280,1405.3
1280,1281,816.8
1281,1282,16.6
1282,1283,189.1
1283,1284,89.9
1284,1285,1311.8
1285,1286,498.09999999999997
1286,1287,121.0
1287,1288,1732.6000000000001
1288,1289,986.5
1289,1290,1833.2999999999997
1290,1291,1929.7
1291,1292,2349.1
1292,1293,827.5
1293,1294,648.7
1294,1295,321.5
1295,1296,1176.4
1296,1297,1326.8
1297,1298,1754.1
1298,1299,822.9
1299,1300,1226.3
1300,1301,464.4
1301,1302,1189.3999999999999
1302,1303,909.5999999999999
1303,1304,1080.6
1304,1305,720.6
1305,1306,141.9
1306,1307,421.79999999999995
1307,1308,370.4
1308,1309,232.79999999999998
1309,1310,1382.8999999999999
1310,1311,746.1000000000001
1311,1312,810.4
1312,1313,1408.6
1313,1314,1643.1999999999998
1314,1315,4357.599999999999
1315,1316,4668.0
1316,1317,1128.3999999999999
1317,1318,338.0
1318,1319,7.0
1319,1320,306.1
1320,1321,724.4
1321,1322,1758.4
1322,1323,985.9
1323,1324,893.7
1324,1325,378.4
1325,1326,1390.7
1326,1327,1746.3
1327,1328,1928.2
1328,1329,1581.4999999999998
1329,1330,493.3
1330,1331,202.59999999999997
1331,1332,167.20000000000002
1332,1333,976.7
1333,1334,610.7
1334,1335,1300.1
1335,1336,1264.4
1336,1337,388.6
1337,1338,436.0
1338,1339,962.9000000000001
1339,1340,1683.5
1340,1341,2217.0
1341,1342,363.9
1342,1343,154.60000000000002
1343,1344,726.6999999999999
1344,1345,594.3
1345,1346,2413.8
1346,1347,727.5
1347,1348,1400.8000000000002
1348,1349,451.0
1349,1350,1817.9000000000003
1350,1351,2665.8
1351,1352,3716.2999999999997
1352,1353,843.8
1353,1354,242.29999999999998
1354,1355,578.9000000000001
1355,1356,133.1
1356,1357,638.8000000000001
1357,1358,692.6
1358,1359,1414.6999999999998
1359,1360,1936.2
1360,1361,1030.3
1361,1362,655.1999999999999
1362,1363,1487.3
1363,1364,1703.0
1364,1365,2634.5
1365,1366,710.1999999999999
1366,1367,441.70000000000005
1367,1368,3.8999999999999995
1368,1369,694.5
1369,1370,1952.3
1370,1371,3516.0
1371,1372,2018.6
1372,1373,814.5999999999999
1373,1374,1256.8000000000002
1374,1375,3335.9
1375,1376,2597.0
1376,1377,1452.8999999999999
1377,1378,708.2
1378,1379,357.4
1379,1380,292.8
1380,1381,658.6
1381,1382,507.59999999999997
1382,1383,2000.3999999999999
